transaction,date,item_code,item,quantity,unit,payment_type,price,income
0452/KSR/UTM/0223,02/09/2023 14:06:39,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,140.0,Sheet,Upfront Payment,"250,00",35000.0
0453/KSR/UTM/0223,02/09/2023 14:12:05,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,200.0,Sheet,Upfront Payment,"250,00",50000.0
0454/KSR/UTM/0223,02/09/2023 14:16:44,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,32.0,Sheet,Upfront Payment,"250,00",8000.0
0468/KSR/UTM/0223,02/09/2023 16:45:44,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,5.0,Sheet,Upfront Payment,"250,00",1250.0
0471/KSR/UTM/0223,02/09/2023 17:19:36,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,416.0,Sheet,Upfront Payment,"250,00",104000.0
0473/KSR/UTM/0223,02/09/2023 17:40:17,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,308.0,Sheet,Upfront Payment,"250,00",77000.0
0228/JL/UTM/0223,02/10/2023 08:36:26,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,526.0,Sheet,Deposit Payment,"300,00",157800.0
0493/KSR/UTM/0223,02/10/2023 13:10:43,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,325.0,Sheet,Upfront Payment,"250,00",81250.0
0493/KSR/UTM/0223,02/10/2023 13:10:43,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,245.0,Sheet,Upfront Payment,"250,00",61250.0
0494/KSR/UTM/0223,02/10/2023 13:11:53,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,692.0,Sheet,Upfront Payment,"250,00",173000.0
0495/KSR/UTM/0223,02/10/2023 13:14:18,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,5544.0,Sheet,Upfront Payment,"250,00",1386000.0
0497/KSR/UTM/0223,02/10/2023 13:38:42,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,2.0,Sheet,Upfront Payment,"250,00",500.0
0501/KSR/UTM/0223,02/10/2023 14:12:44,PC.000006,PHOTO COPY COLORED HVS F4/A4S 70 GR,50.0,Sheet,Upfront Payment,"350,00",17500.0
0509/KSR/UTM/0223,02/10/2023 15:41:55,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,73.0,Sheet,Upfront Payment,"250,00",18250.0
0509/KSR/UTM/0223,02/10/2023 15:41:55,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,78.0,Sheet,Upfront Payment,"250,00",19500.0
0240/JL/UTM/0223,02/11/2023 08:30:41,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,2751.0,Sheet,Deposit Payment,"300,00",825300.0
0245/JL/UTM/0223,02/11/2023 09:44:49,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,2928.0,Sheet,Deposit Payment,"300,00",878400.0
0532/KSR/UTM/0223,02/11/2023 11:04:55,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,7.0,Sheet,Upfront Payment,"250,00",1750.0
0556/KSR/UTM/0223,02/11/2023 13:07:39,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,428.0,Sheet,Upfront Payment,"250,00",107000.0
0563/KSR/UTM/0223,02/11/2023 15:03:42,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,8.0,Sheet,Upfront Payment,"250,00",2000.0
0566/KSR/UTM/0223,02/11/2023 15:32:41,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,17.0,Sheet,Upfront Payment,"250,00",4250.0
0576/KSR/UTM/0223,02/11/2023 17:39:43,PC.000002,PHOTO COPY HVS A3 70 GR,98.0,Sheet,Upfront Payment,"600,00",58800.0
0271/JL/UTM/0223,02/13/2023 10:57:43,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,132.0,Sheet,Deposit Payment,"300,00",39600.0
0272/JL/UTM/0223,02/13/2023 11:15:47,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1090.0,Sheet,Deposit Payment,"300,00",327000.0
0273/JL/UTM/0223,02/13/2023 11:24:00,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,40.0,Sheet,Deposit Payment,"300,00",12000.0
0594/KSR/UTM/0223,02/13/2023 11:25:15,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,30.0,Sheet,Upfront Payment,"250,00",7500.0
0277/JL/UTM/0223,02/13/2023 12:01:32,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,260.0,Sheet,Deposit Payment,"300,00",78000.0
0279/JL/UTM/0223,02/13/2023 13:03:48,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,54.0,Sheet,Deposit Payment,"300,00",16200.0
0285/JL/UTM/0223,02/13/2023 14:44:28,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,102.0,Sheet,Deposit Payment,"300,00",30600.0
0286/JL/UTM/0223,02/13/2023 14:46:43,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,80.0,Sheet,Deposit Payment,"300,00",24000.0
0616/KSR/UTM/0223,02/13/2023 15:01:22,PC.000002,PHOTO COPY HVS A3 70 GR,2.0,Sheet,Upfront Payment,"600,00",1200.0
0621/KSR/UTM/0223,02/13/2023 15:35:57,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,11.0,Sheet,Upfront Payment,"250,00",2750.0
0627/KSR/UTM/0223,02/13/2023 16:04:21,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,146.0,Sheet,Upfront Payment,"250,00",36500.0
0634/KSR/UTM/0223,02/13/2023 16:23:11,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,5.0,Sheet,Upfront Payment,"250,00",1250.0
0652/KSR/UTM/0223,02/14/2023 08:48:37,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,48.0,Sheet,Upfront Payment,"250,00",12000.0
0299/JL/UTM/0223,02/14/2023 09:19:01,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,558.0,Sheet,Deposit Payment,"300,00",167400.0
0304/JL/UTM/0223,02/14/2023 10:24:46,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,60.0,Sheet,Deposit Payment,"300,00",18000.0
0661/KSR/UTM/0223,02/14/2023 10:31:21,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,11.0,Sheet,Upfront Payment,"250,00",2750.0
0662/KSR/UTM/0223,02/14/2023 10:35:02,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,80.0,Sheet,Upfront Payment,"250,00",20000.0
0307/JL/UTM/0223,02/14/2023 10:39:26,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,228.0,Sheet,Deposit Payment,"300,00",68400.0
0309/JL/UTM/0223,02/14/2023 10:43:47,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,110.0,Sheet,Deposit Payment,"300,00",33000.0
0667/KSR/UTM/0223,02/14/2023 11:17:40,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,450.0,Sheet,Upfront Payment,"250,00",112500.0
0670/KSR/UTM/0223,02/14/2023 11:51:52,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,372.0,Sheet,Upfront Payment,"250,00",93000.0
0670/KSR/UTM/0223,02/14/2023 11:51:52,PC.000002,PHOTO COPY HVS A3 70 GR,3.0,Sheet,Upfront Payment,"2000,00",6000.0
0671/KSR/UTM/0223,02/14/2023 11:56:31,PC.000006,PHOTO COPY COLORED HVS F4/A4S 70 GR,100.0,Sheet,Upfront Payment,"350,00",35000.0
0312/JL/UTM/0223,02/14/2023 12:12:21,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,100.0,Sheet,Deposit Payment,"300,00",30000.0
0314/JL/UTM/0223,02/14/2023 12:54:31,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,74.0,Sheet,Deposit Payment,"300,00",22200.0
0680/KSR/UTM/0223,02/14/2023 14:05:57,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,164.0,Sheet,Upfront Payment,"250,00",41000.0
0317/JL/UTM/0223,02/14/2023 14:20:09,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,235.0,Sheet,Deposit Payment,"300,00",70500.0
0319/JL/UTM/0223,02/14/2023 14:34:22,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,150.0,Sheet,Deposit Payment,"300,00",45000.0
0325/JL/UTM/0223,02/14/2023 15:50:42,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,150.0,Sheet,Deposit Payment,"300,00",45000.0
0692/KSR/UTM/0223,02/14/2023 16:15:37,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,700.0,Sheet,Upfront Payment,"250,00",175000.0
0699/KSR/UTM/0223,02/14/2023 17:27:22,PC.000007,PHOTO COPY CARDBOARD F4,1.0,Sheet,Upfront Payment,"75000,00",75000.0
0708/KSR/UTM/0223,02/15/2023 09:24:44,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,10.0,Sheet,Upfront Payment,"250,00",2500.0
0338/JL/UTM/0223,02/15/2023 10:21:17,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,130.0,Sheet,Deposit Payment,"300,00",39000.0
0340/JL/UTM/0223,02/15/2023 10:34:04,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,194.0,Sheet,Deposit Payment,"300,00",58200.0
0342/JL/UTM/0223,02/15/2023 10:37:31,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,120.0,Sheet,Deposit Payment,"300,00",36000.0
0345/JL/UTM/0223,02/15/2023 11:42:37,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,729.0,Sheet,Deposit Payment,"300,00",218700.0
0346/JL/UTM/0223,02/15/2023 11:47:03,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,40.0,Sheet,Deposit Payment,"300,00",12000.0
0348/JL/UTM/0223,02/15/2023 13:48:22,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,16.0,Sheet,Deposit Payment,"300,00",4800.0
0349/JL/UTM/0223,02/15/2023 13:49:59,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,36.0,Sheet,Deposit Payment,"300,00",10800.0
0728/KSR/UTM/0223,02/15/2023 14:18:03,PC.000002,PHOTO COPY HVS A3 70 GR,50.0,Sheet,Upfront Payment,"1000,00",50000.0
0356/JL/UTM/0223,02/15/2023 14:29:57,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,257.0,Sheet,Deposit Payment,"300,00",77100.0
0750/KSR/UTM/0223,02/15/2023 16:37:50,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,123.0,Sheet,Upfront Payment,"250,00",30750.0
0756/KSR/UTM/0223,02/15/2023 17:56:32,PC.000002,PHOTO COPY HVS A3 70 GR,4.0,Sheet,Upfront Payment,"2000,00",8000.0
0366/JL/UTM/0223,02/16/2023 08:56:26,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,188.0,Sheet,Deposit Payment,"300,00",56400.0
0760/KSR/UTM/0223,02/16/2023 09:34:52,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,5.0,Sheet,Upfront Payment,"250,00",1250.0
0373/JL/UTM/0223,02/16/2023 10:12:51,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,558.0,Sheet,Deposit Payment,"300,00",167400.0
0764/KSR/UTM/0223,02/16/2023 11:14:33,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,37.0,Sheet,Upfront Payment,"250,00",9250.0
0765/KSR/UTM/0223,02/16/2023 11:17:36,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Upfront Payment,"250,00",5000.0
0379/JL/UTM/0223,02/16/2023 12:24:05,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,100.0,Sheet,Deposit Payment,"300,00",30000.0
0767/KSR/UTM/0223,02/16/2023 12:43:03,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,692.0,Sheet,Upfront Payment,"250,00",173000.0
0389/JL/UTM/0223,02/16/2023 15:01:01,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,110.0,Sheet,Deposit Payment,"300,00",33000.0
0793/KSR/UTM/0223,02/16/2023 17:31:08,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,72.0,Sheet,Upfront Payment,"250,00",18000.0
0798/KSR/UTM/0223,02/17/2023 10:14:03,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,16.0,Sheet,Upfront Payment,"250,00",4000.0
0802/KSR/UTM/0223,02/17/2023 10:33:52,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,40.0,Sheet,Upfront Payment,"250,00",10000.0
0814/KSR/UTM/0223,02/17/2023 11:56:51,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,500.0,Sheet,Upfront Payment,"250,00",125000.0
0818/KSR/UTM/0223,02/17/2023 13:12:20,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,130.0,Sheet,Upfront Payment,"250,00",32500.0
0822/KSR/UTM/0223,02/17/2023 13:43:21,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,90.0,Sheet,Upfront Payment,"250,00",22500.0
0823/KSR/UTM/0223,02/17/2023 13:44:26,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,397.0,Sheet,Upfront Payment,"250,00",99250.0
0824/KSR/UTM/0223,02/17/2023 14:01:50,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,621.0,Sheet,Upfront Payment,"250,00",155250.0
0404/JL/UTM/0223,02/17/2023 15:03:32,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1650.0,Sheet,Deposit Payment,"300,00",495000.0
0408/JL/UTM/0223,02/17/2023 15:40:38,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,420.0,Sheet,Deposit Payment,"300,00",126000.0
0409/JL/UTM/0223,02/17/2023 15:47:32,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,76.0,Sheet,Deposit Payment,"300,00",22800.0
0836/KSR/UTM/0223,02/17/2023 16:11:35,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,194.0,Sheet,Upfront Payment,"250,00",48500.0
0837/KSR/UTM/0223,02/17/2023 16:12:40,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,120.0,Sheet,Upfront Payment,"250,00",30000.0
0839/KSR/UTM/0223,02/17/2023 16:18:48,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,239.0,Sheet,Upfront Payment,"250,00",59750.0
0412/JL/UTM/0223,02/17/2023 16:19:37,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,510.0,Sheet,Deposit Payment,"250,00",127500.0
0415/JL/UTM/0223,02/17/2023 16:38:16,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,416.0,Sheet,Deposit Payment,"300,00",124800.0
0846/KSR/UTM/0223,02/17/2023 17:21:38,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,403.0,Sheet,Upfront Payment,"250,00",100750.0
0418/JL/UTM/0223,02/17/2023 17:23:38,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,321.0,Sheet,Deposit Payment,"300,00",96300.0
0855/KSR/UTM/0223,02/20/2023 09:39:38,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,24.0,Sheet,Upfront Payment,"250,00",6000.0
0423/JL/UTM/0223,02/20/2023 10:02:58,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,187.0,Sheet,Deposit Payment,"300,00",56100.0
0858/KSR/UTM/0223,02/20/2023 10:14:18,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,112.0,Sheet,Upfront Payment,"250,00",28000.0
0864/KSR/UTM/0223,02/20/2023 11:28:38,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,10.0,Sheet,Upfront Payment,"250,00",2500.0
0867/KSR/UTM/0223,02/20/2023 11:57:08,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,5.0,Sheet,Upfront Payment,"250,00",1250.0
0431/JL/UTM/0223,02/20/2023 12:04:56,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,2016.0,Sheet,Deposit Payment,"300,00",604800.0
0870/KSR/UTM/0223,02/20/2023 12:20:51,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,42.0,Sheet,Upfront Payment,"250,00",10500.0
0432/JL/UTM/0223,02/20/2023 12:49:21,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,140.0,Sheet,Deposit Payment,"300,00",42000.0
0875/KSR/UTM/0223,02/20/2023 12:58:17,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,50.0,Sheet,Upfront Payment,"200,00",10000.0
0879/KSR/UTM/0223,02/20/2023 13:04:55,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,73.0,Sheet,Upfront Payment,"250,00",18250.0
0885/KSR/UTM/0223,02/20/2023 14:06:20,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,12.0,Sheet,Upfront Payment,"250,00",3000.0
0435/JL/UTM/0223,02/20/2023 14:21:34,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,78.0,Sheet,Deposit Payment,"300,00",23400.0
0886/KSR/UTM/0223,02/20/2023 15:00:37,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,6678.0,Sheet,Upfront Payment,"250,00",1669500.0
0886/KSR/UTM/0223,02/20/2023 15:00:37,PC.000006,PHOTO COPY COLORED HVS F4/A4S 70 GR,160.0,Sheet,Upfront Payment,"350,00",56000.0
0890/KSR/UTM/0223,02/20/2023 15:27:09,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,48.0,Sheet,Upfront Payment,"250,00",12000.0
0900/KSR/UTM/0223,02/20/2023 16:33:55,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,120.0,Sheet,Upfront Payment,"250,00",30000.0
0912/KSR/UTM/0223,02/21/2023 09:42:04,PC.000002,PHOTO COPY HVS A3 70 GR,1.0,Sheet,Upfront Payment,"2000,00",2000.0
0453/JL/UTM/0223,02/21/2023 09:42:46,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,192.0,Sheet,Deposit Payment,"300,00",57600.0
0914/KSR/UTM/0223,02/21/2023 10:01:10,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,10.0,Sheet,Upfront Payment,"250,00",2500.0
0916/KSR/UTM/0223,02/21/2023 10:03:36,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,240.0,Sheet,Upfront Payment,"250,00",60000.0
0918/KSR/UTM/0223,02/21/2023 10:19:10,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,8.0,Sheet,Upfront Payment,"250,00",2000.0
0921/KSR/UTM/0223,02/21/2023 10:25:24,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,72.0,Sheet,Upfront Payment,"250,00",18000.0
0929/KSR/UTM/0223,02/21/2023 11:35:38,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,40.0,Sheet,Upfront Payment,"250,00",10000.0
0460/JL/UTM/0223,02/21/2023 11:54:12,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,271.0,Sheet,Deposit Payment,"300,00",81300.0
0461/JL/UTM/0223,02/21/2023 11:55:33,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,400.0,Sheet,Deposit Payment,"300,00",120000.0
0473/JL/UTM/0223,02/21/2023 14:54:19,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,36.0,Sheet,Deposit Payment,"300,00",10800.0
0474/JL/UTM/0223,02/21/2023 14:56:41,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,92.0,Sheet,Deposit Payment,"300,00",27600.0
0951/KSR/UTM/0223,02/21/2023 15:47:09,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,78.0,Sheet,Upfront Payment,"250,00",19500.0
0965/KSR/UTM/0223,02/21/2023 16:45:49,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,5.0,Sheet,Upfront Payment,"250,00",1250.0
0975/KSR/UTM/0223,02/22/2023 09:09:50,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,2100.0,Sheet,Upfront Payment,"125,00",262500.0
0480/JL/UTM/0223,02/22/2023 09:20:04,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,15.0,Sheet,Deposit Payment,"300,00",4500.0
0979/KSR/UTM/0223,02/22/2023 09:41:14,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,8.0,Sheet,Upfront Payment,"250,00",2000.0
0982/KSR/UTM/0223,02/22/2023 09:51:53,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Upfront Payment,"250,00",5000.0
0484/JL/UTM/0223,02/22/2023 10:36:49,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,68.0,Sheet,Deposit Payment,"300,00",20400.0
0993/KSR/UTM/0223,02/22/2023 10:49:28,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,53.0,Sheet,Upfront Payment,"250,00",13250.0
0995/KSR/UTM/0223,02/22/2023 11:04:16,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,20.0,Sheet,Upfront Payment,"250,00",5000.0
0996/KSR/UTM/0223,02/22/2023 11:04:43,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,66.0,Sheet,Upfront Payment,"250,00",16500.0
1001/KSR/UTM/0223,02/22/2023 11:14:46,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,21.0,Sheet,Upfront Payment,"250,00",5250.0
0492/JL/UTM/0223,02/22/2023 12:07:46,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,136.0,Sheet,Deposit Payment,"300,00",40800.0
1010/KSR/UTM/0223,02/22/2023 12:15:48,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,45.0,Sheet,Upfront Payment,"250,00",11250.0
0496/JL/UTM/0223,02/22/2023 12:49:20,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1720.0,Sheet,Deposit Payment,"250,00",430000.0
1021/KSR/UTM/0223,02/22/2023 13:42:59,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,23.0,Sheet,Upfront Payment,"250,00",5750.0
0501/JL/UTM/0223,02/22/2023 14:43:59,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1461.0,Sheet,Deposit Payment,"300,00",438300.0
1028/KSR/UTM/0223,02/22/2023 14:45:07,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,86.0,Sheet,Upfront Payment,"250,00",21500.0
1031/KSR/UTM/0223,02/22/2023 15:13:10,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,10.0,Sheet,Upfront Payment,"250,00",2500.0
1037/KSR/UTM/0223,02/22/2023 15:54:24,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,22.0,Sheet,Upfront Payment,"250,00",5500.0
1040/KSR/UTM/0223,02/22/2023 16:07:38,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,5.0,Sheet,Upfront Payment,"250,00",1250.0
1053/KSR/UTM/0223,02/22/2023 17:30:54,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1080.0,Sheet,Upfront Payment,"250,00",270000.0
1055/KSR/UTM/0223,02/22/2023 17:44:20,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,32.0,Sheet,Upfront Payment,"250,00",8000.0
1060/KSR/UTM/0223,02/23/2023 08:12:59,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,400.0,Sheet,Upfront Payment,"125,00",50000.0
1060/KSR/UTM/0223,02/23/2023 08:12:59,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,420.0,Sheet,Upfront Payment,"1250,00",525000.0
1063/KSR/UTM/0223,02/23/2023 08:41:20,PC.000002,PHOTO COPY HVS A3 70 GR,3.0,Sheet,Upfront Payment,"600,00",1800.0
1067/KSR/UTM/0223,02/23/2023 08:57:43,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,4.0,Sheet,Upfront Payment,"250,00",1000.0
1069/KSR/UTM/0223,02/23/2023 09:45:21,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,30.0,Sheet,Upfront Payment,"250,00",7500.0
0518/JL/UTM/0223,02/23/2023 09:50:01,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,32.0,Sheet,Deposit Payment,"300,00",9600.0
0519/JL/UTM/0223,02/23/2023 09:50:37,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,56.0,Sheet,Deposit Payment,"300,00",16800.0
1071/KSR/UTM/0223,02/23/2023 09:55:52,PC.000004,PHOTO COPY ENLARGE A3 - F4/A4S 70 GR,36.0,Sheet,Upfront Payment,"1000,00",36000.0
0521/JL/UTM/0223,02/23/2023 10:28:38,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,90.0,Sheet,Deposit Payment,"300,00",27000.0
1076/KSR/UTM/0223,02/23/2023 11:06:54,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,40.0,Sheet,Upfront Payment,"250,00",10000.0
1081/KSR/UTM/0223,02/23/2023 11:40:17,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,500.0,Sheet,Upfront Payment,"250,00",125000.0
1089/KSR/UTM/0223,02/23/2023 13:11:54,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,279.0,Sheet,Upfront Payment,"250,00",69750.0
1090/KSR/UTM/0223,02/23/2023 13:23:49,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,24.0,Sheet,Upfront Payment,"250,00",6000.0
0532/JL/UTM/0223,02/23/2023 14:37:13,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,436.0,Sheet,Deposit Payment,"300,00",130800.0
0533/JL/UTM/0223,02/23/2023 14:37:39,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,550.0,Sheet,Deposit Payment,"300,00",165000.0
1095/KSR/UTM/0223,02/23/2023 14:51:52,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,342.0,Sheet,Upfront Payment,"250,00",85500.0
0536/JL/UTM/0223,02/23/2023 14:59:46,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,42.0,Sheet,Deposit Payment,"300,00",12600.0
1096/KSR/UTM/0223,02/23/2023 15:00:39,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,164.0,Sheet,Upfront Payment,"250,00",41000.0
0537/JL/UTM/0223,02/23/2023 15:02:04,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,86.0,Sheet,Deposit Payment,"300,00",25800.0
0538/JL/UTM/0223,02/23/2023 15:02:36,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,35.0,Sheet,Deposit Payment,"300,00",10500.0
1098/KSR/UTM/0223,02/23/2023 15:12:51,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,160.0,Sheet,Upfront Payment,"250,00",40000.0
1100/KSR/UTM/0223,02/23/2023 15:24:19,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,6.0,Sheet,Upfront Payment,"250,00",1500.0
1101/KSR/UTM/0223,02/23/2023 15:33:32,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,105.0,Sheet,Upfront Payment,"250,00",26250.0
0535/JL/UTM/0223,02/23/2023 15:56:11,PC.000007,PHOTO COPY CARDBOARD F4,8.0,Sheet,Deposit Payment,"6000,00",48000.0
1108/KSR/UTM/0223,02/23/2023 16:35:19,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,2124.0,Sheet,Upfront Payment,"250,00",531000.0
0551/JL/UTM/0223,02/24/2023 09:55:15,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,1050.0,Sheet,Deposit Payment,"300,00",315000.0
1117/KSR/UTM/0223,02/24/2023 11:02:50,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,570.0,Sheet,Upfront Payment,"250,00",142500.0
0558/JL/UTM/0223,02/24/2023 11:29:41,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,160.0,Sheet,Deposit Payment,"300,00",48000.0
1123/KSR/UTM/0223,02/24/2023 11:50:23,PC.000001,PHOTO COPY HVS F4/A4S 70 GR,6.0,Sheet,Upfront Payment,"250,00",1500.0
